clade_name	ERR527006d	ERR527007d	ERR527008d	ERR527009d	ERR527010d	ERR527011d	ERR527012d	ERR527013d	ERR527014d	ERR527015d	ERR527016d	ERR527017d	ERR527019d	ERR527020d	ERR527023d	ERR527024d	ERR527026d	ERR527027d	ERR527028d	ERR527029d	ERR527030d	ERR527031d	ERR527033d	ERR527034d	ERR527035d	ERR527036d	ERR527037d	ERR527038d	ERR527039d	ERR527041d	ERR527042d	ERR527044d	ERR527045d	ERR527046d	ERR527048d	ERR527049d	ERR527050d	ERR527051d	ERR527052d	ERR527054d	ERR527056d	ERR527057d	ERR527059d	ERR527060d	ERR527066d	ERR527067d	ERR527068d	ERR527069d	ERR527073d	ERR527074d	ERR527075d	ERR527078d	ERR527079d	ERR527080d	ERR527082d	ERR527084d	ERR527088d	ERR527090d	ERR527093d	ERR527094d	ERR527099d	ERR527100d	ERR527102d	ERR527104d	ERR527108d	ERR527109d	ERR527110d	ERR527113d	ERR527116d	ERR527118d	ERR527120d	ERR527123d	ERR527126d	ERR527129d	ERR527130d	ERR527131d	ERR527133d	ERR527134d	ERR527138d	ERR527139d	ERR527140d	ERR527141d	ERR527142d	ERR527145d	ERR527150d	ERR527151d	ERR527153d	ERR527156d	ERR527157d	ERR527162d	ERR527165d	ERR527168d	ERR527169d	ERR527173d	ERR527174d	ERR527179d	ERR527185d	ERR527189d	ERR527191d	ERR527194d	ERR527197d	ERR527199d	ERR527205d	ERR527207d	ERR527208d	ERR527209d	ERR527210d	ERR527211d	ERR527214d	ERR527217d	ERR527218d	ERR528293d	ERR528295d	ERR528297d	ERR528303d	ERR528304d	ERR528306d	ERR528307d	ERR528309d	ERR528310d	ERR528311d	ERR528312d	ERR528313d	ERR528315d	ERR528316d	ERR528319d	ERR528321d	ERR528322d	ERR528323d	ERR528327d	ERR528331d	ERR528334d	ERR528721d	ERR528724d	ERR528726d	ERR528727d	ERR528729d	ERR528734d	ERR528736d	ERR528737d	ERR528739d	ERR528740d	ERR528743d	ERR528747d	ERR528748d	ERR528749d	ERR532380d	ERR532382d	ERR532384d	ERR532385d	ERR532386d	ERR532387d	ERR532388d	ERR532389d	ERR532392d	ERR532619d	ERR532621d	ERR532623d
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Pseudoruminococcus|s__Pseudoruminococcus_massiliensis	0.0	0.0	0.0	0.0	0.00803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00106	0.0	0.0	0.10534	0.0	0.00294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00237	0.0	0.0	0.0	0.0	0.00244	0.0	0.0	0.0	0.0	0.23149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.71807	0.71057	0.0	0.0	0.0	0.0	0.26403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.10322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00328	1.38601	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthella|s__Eggerthella_lenta	0.0	0.0	0.0	0.0	0.00799	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00172	0.0531	0.0	0.00646	0.0	0.00019	0.0	0.00697	0.01061	0.0	0.0	0.0	0.02864	0.0	0.0	0.0	0.0	0.0	0.00029	0.17224	0.16834	0.0	0.00177	0.0	0.00728	0.0	0.0	0.00043	0.0	0.00026	0.0	0.0	0.01194	0.01709	0.0111	0.0	0.0	0.0	0.0	0.0	0.00367	0.0	0.00202	0.0	0.0	0.0	0.0	0.0523	0.0	0.0	0.0	0.02173	0.06007	0.00302	0.00852	0.0	0.0	0.00024	0.00412	0.0138	0.0	0.0161	0.0	0.00086	0.0	0.0	0.00119	0.0	0.14319	0.0	0.02419	0.0	0.00369	0.0	0.0	0.06473	0.02482	0.0	0.0	0.00287	0.0	0.02116	0.0	0.00168	0.00377	0.00332	0.0	0.0	0.0	0.00184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09603	0.0	0.00603	0.0	0.0	0.0	0.00857	0.0	0.0	0.02179	0.0	0.0	0.01772	0.0	0.0	0.0	0.0	0.02973	0.0	0.0	0.0	0.00987	0.0	0.00068	0.00562	0.04978	0.01104	0.00314	0.0024	0.0	0.0	0.00704	0.0	0.02564	0.01463	0.00081	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_dispar	0.0	0.0	0.0	0.0	0.00637	0.0	0.0	0.0	0.00723	0.0	0.00343	0.01935	0.0	0.0	0.0	0.0	0.0	0.00518	0.0	0.0	0.0	0.0	0.0	0.02005	0.00106	0.0	0.02974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00551	0.00198	0.00982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00637	0.00679	0.0	0.05714	0.0	0.0	0.01149	0.0	0.0	0.02684	0.0	0.0	0.04816	0.00601	0.0	0.0	0.00076	0.00059	0.0	0.0	0.0	0.00104	0.0	0.00053	0.0	0.42723	0.0	0.0049	0.0	0.39445	0.08121	0.03357	0.19305	0.0	2.42687	0.12098	0.18533	0.20164	0.93801	0.90409	0.00967	0.03703	0.11416	0.10147	0.02653	10.79087	0.04866	0.0022	1.37745	0.03926	0.05036	4.66411	0.9394	0.0	0.00119	0.03864	1.69087	0.03167	1.0322	4.70325	0.02669	0.0	2.12901	0.0	0.2661	0.11143	0.0	0.05315	0.0	0.0	0.14244	0.0	0.0	0.0	0.05448	0.0	0.0	0.01408	1.73253	0.05225	0.60805	1.04533	0.0	0.00448	0.0	6.2833	0.0	0.04775	6.91873	2.91289	0.50539	0.01059	0.07072	0.7167	0.13507	0.21997	0.3265	0.31244	0.01125	0.30663	0.01758	0.00138	1.32174
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_SGB4815	0.0	0.0	0.0	0.0	0.00518	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03056	0.00596	0.0	0.0	0.0	0.0	0.01074	0.00754	0.0	0.00216	0.01704	0.0	0.0	0.01336	0.0	0.0	0.0	0.0	0.00465	0.0	0.0	0.0	0.0	0.00189	0.0	0.0	0.00089	0.0	0.0142	0.0	0.0	0.0	0.00154	0.0	0.0	0.00589	0.00261	0.0	0.0	0.0	0.0	0.00661	0.0	0.0	0.0	0.0	0.0	0.0	0.0048	0.0	0.0	0.01666	0.00872	0.01132	0.00891	0.00355	0.00727	0.0	0.0	0.0	0.01559	0.0	0.00191	0.0	0.0	0.0	0.02941	0.0	0.0	0.0	0.0	0.0	0.06246	0.0	0.04039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00782	0.01824	0.0	0.0	0.0	0.0	0.02415	0.0	0.02054	0.0	0.0	0.0	0.0	0.0	0.02001	0.0	0.0	0.0	0.0	0.0	0.0	0.02478	0.0	0.15672	0.0	0.0	0.0	0.0	0.0	0.0	0.01949	0.01557	0.0014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00037	0.0	0.0	0.00322	0.0	0.01402	0.0	0.0032	0.00495	0.00923	0.01834	0.0	0.0	0.0	0.0	0.0	0.0058	0.00306	0.00206
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_sartorii	0.0	0.0	0.0	0.0	0.00485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00114	0.0	0.0	0.00327	0.0	0.0	0.00074	0.0	0.0	0.0	0.00103	0.00017	0.0	0.0	0.0	0.0	0.00014	0.0	0.0	0.00082	0.0	0.00029	0.00014	0.0	0.0	0.0013	0.00133	0.0	0.0	0.00181	0.0	0.00202	0.0	0.0	0.00051	0.00179	0.00616	0.0	0.00083	0.0	0.0	0.17892	0.00154	0.0	0.00027	0.00052	0.0	0.0	0.0	0.0001	0.00078	0.0	0.0	0.00151	0.00163	0.0	0.0005	0.0	0.00105	0.00505	0.0	0.00812	0.00157	0.00173	0.0	0.00204	0.00078	0.0	0.00175	0.0	7e-05	0.0	0.0	0.00126	0.00532	0.00263	0.00029	0.00418	0.0	0.0	0.0	0.0	0.0019	0.00381	0.0	0.00792	0.00336	0.0	0.00175	0.0	0.00332	0.00277	0.00117	0.00146	0.0	0.0	0.0	0.0	0.0	0.0	0.00189	0.00408	0.00085	0.0	0.0	0.0	0.0	0.0	0.00333	0.0	0.0	0.0	0.0	0.00257	0.0	0.0	0.00189	0.00093	0.00171	0.00299	0.0	0.0	0.0	0.0	0.00643	0.0	0.0	0.0	0.00165	0.00059	0.00177	0.00041	0.00202	0.0046	0.00032	0.00055	0.0	0.00476	0.0	0.00099	0.01193	0.00139	0.00063	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_caccae	0.0	0.0	0.0	0.0	0.00397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00227	0.00245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00222	0.0	0.0	0.03306	0.0	0.0	0.02891	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00298	0.0	0.0	0.02092	0.0	0.0	0.0	0.0	0.0	0.0	1.80515	0.0	0.0	0.0	0.00892	0.0	0.0	0.0	0.36967	0.0	0.3436	0.0	0.0	0.0	0.0	0.0	0.09118	0.0	0.0	0.0	0.0	0.0	0.2231	0.0	0.0	0.0	0.0	0.14669	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04626	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB76046|o__OFGB76046|f__FGB76046|g__GGB55957|s__GGB55957_SGB77276	0.0	0.0	0.0	0.0	0.0036	0.0	0.0	0.0	0.0	0.0	0.0045	0.0	0.0	0.0	0.07536	0.0	0.00378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03365	0.0	0.0	0.0	0.0	0.0	0.00198	0.0	0.00196	0.00528	0.01153	0.00118	0.00157	0.05941	0.0	0.01472	0.0	0.0	0.0	0.0032	0.0	0.00436	0.0	0.0	0.0	0.0203	0.02329	0.0	0.0	0.00588	0.0	0.0	0.0	0.0	0.00567	0.02419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00149	0.0	0.00656	0.0	0.02743	0.05748	0.00524	0.03435	0.0	0.0	0.0	0.0	0.0	0.0	0.00576	0.0	0.0	0.0	0.0	0.00804	0.02097	0.02601	0.00661	0.05869	0.02273	0.00454	0.0	0.0	0.00684	0.0	0.0	0.0	0.0	0.0	0.0	0.00043	0.08098	0.0	0.0055	0.01347	0.0	0.0	0.00377	0.0	0.0	0.0	0.19314	0.06516	0.0	0.0	0.01041	0.0	0.00027	0.0	0.0	0.07968	0.05435	0.0	0.0	0.03792	0.0	0.00499	0.00416	0.0	0.0	0.13382	0.0	0.0	0.0	0.0	0.0	0.0	0.01856	0.0	0.02251	0.06273	0.0	0.00526	0.00499	7e-05	0.00357	0.0	0.0	0.0	0.00612	0.0	0.01989	0.0157	0.00207	0.12403
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalibacillus|s__Faecalibacillus_faecis	0.0	0.0	0.0	0.0	0.00302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47909	0.0	0.0	0.0	0.12313	0.0	0.0	0.0	0.0	0.00312	0.0	0.0	0.01648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04395	0.00377	0.0	0.0	0.0	0.0	0.05646	0.0	0.0	0.0	0.0	0.01892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12847	0.0	0.0	0.0	0.0	0.06121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67188	0.0	0.0	0.0	0.0	0.08321	0.03593	0.0	0.0	0.0	0.0	0.0	0.0	0.01855	0.0	0.0	0.0	0.05347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Massilioclostridium|s__Massilioclostridium_coli	0.0	0.0	0.0	0.0	0.00144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Massiliimalia|s__Massiliimalia_timonensis	0.0	0.0	0.0	0.0	0.00137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_glycyrrhizinilyticus	0.0	0.0	0.0	0.0	0.00074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00206	0.0	0.0	0.00083	0.0	0.01115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0122	0.00792	0.0	0.0	0.0	0.0	0.01192	0.0	0.0	0.0	0.0	0.0	0.00101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44273	0.0	0.00907	0.0	0.0	0.09128	0.0	0.0414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00102	0.0	0.0	0.0	0.0	0.00462	0.0	0.0	0.0	0.0	0.03273	0.0	0.0	0.0431	0.0	0.0	0.0	0.0	0.04281	0.0	0.0	0.0	0.0	0.0	0.0	0.03357	0.3116	0.0	0.00262	0.0	0.0	0.00037	0.0	0.0	0.0	0.03983	0.0	0.0	0.0	0.00168	0.01522
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Clostridium_spiroforme	0.0	0.0	0.0	0.0	0.00052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00181	0.0	0.0	0.0	0.01117	0.0	0.0	0.0	0.0	0.00787	0.00527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00643	0.90029	0.0	0.0	0.17558	0.0	0.0	0.0	0.0	0.0	0.0	0.12719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB5191	0.0	0.0	0.0	0.0	1.25847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06772	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02249	0.0	0.0	0.0	0.0	0.0	0.0	0.11146	0.20091	0.0	0.0	0.01798	0.0	0.0	0.0	0.13307	0.0	0.0	0.06533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum|t__SGB17248	0.0	0.0	0.0	0.0	0.29346	0.0	0.0	0.0	0.0	0.0	0.00462	0.0	0.02645	0.10091	0.02664	0.0	0.0	0.0	0.0	0.03507	0.00949	0.43501	0.0	0.30695	0.0	0.0	0.04613	0.15516	0.30822	0.0	0.07724	0.0	0.0	0.0	0.0	0.0	0.0	0.08921	0.0	0.0	0.0	0.0	0.0	0.02353	0.00146	0.0111	0.0	0.0	0.03988	0.0	0.0	0.17802	0.0	0.23486	0.0	0.0	0.29836	0.00623	0.0	0.0	0.0	0.00431	0.0	0.01234	0.04919	0.0	0.0	0.01353	0.23504	0.16947	0.0	0.0	0.15774	0.02849	0.0	0.43282	0.00381	0.02115	0.33891	0.0	0.0	0.0	0.01788	0.0	0.00028	0.0	0.01786	0.0	0.0	0.10107	0.00497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37256	0.09814	0.00602	0.05837	0.87154	0.0	0.0795	0.04836	0.0	0.00592	0.0	0.00587	0.0362	0.0	0.0	0.0	0.15323	0.0	0.04299	0.0	1.52832	0.20759	0.29675	0.0	0.00435	0.64909	0.50844	0.0	0.0	0.1549	0.12192	0.0	0.0	0.0	0.0	0.0	0.0	1.56482	0.0	0.03254	0.0	0.01126	0.0	0.0	0.06648	1.40254	0.0	0.15577	0.99329	0.0	7e-05	0.00864	0.0	0.00339	0.47661	0.0	0.0	0.0	0.00514	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9621|s__GGB9621_SGB15073|t__SGB15073	0.0	0.0	0.0	0.0	0.20989	0.0	0.0	0.0	0.0	0.0	0.0	0.03182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0897	0.0	0.0	0.0	0.0	0.01311	0.05183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacteriaceae_unclassified|s__Eubacteriaceae_bacterium|t__SGB4546	0.0	0.0	0.0	0.0	0.16152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00395	0.0	0.0	0.0	0.0	0.09241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06729	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00832	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_acidifaciens|t__SGB1943	0.0	0.0	0.0	0.0	0.07898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03199	0.0	0.3513	0.0	0.0	0.0	0.02252	0.0	0.0	0.2057	0.23375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00243	0.0	0.0	0.0	0.0	0.0	0.00476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
